-100,-100,4,11482.0
-100,-100,5,364.0
-100,-100,8,220.0
-100,-100,9,4.0
-100,-100,10,39.0
-100,-100,11,29.0
-100,-100,12,113771.0
-100,-100,13,23392.0
-100,-100,14,1665.0
-100,-100,15,662.0
-100,-100,16,629.0
-100,-100,17,2.0
-100,-100,18,97.0
-100,-100,19,9.0
-100,-100,20,2.0
-100,-100,21,104.0
-100,-100,22,4.0
-100,-100,23,12.0
-100,-100,24,179.0
-100,-100,25,504.0
-100,-100,26,47.0
0,-100,4,2312.0
0,-100,5,134.0
0,-100,9,4.0
0,-100,10,3.0
0,-100,12,22225.0
0,-100,13,5743.0
0,-100,14,65.0
0,-100,15,43.0
0,-100,18,7.0
0,-100,20,2.0
0,-100,21,47.0
0,-100,22,4.0
0,-100,23,1.0
0,-100,24,21.0
0,-100,25,16.0
0,-100,26,4.0
1,-100,4,7135.0
1,-100,5,154.0
1,-100,10,6.0
1,-100,12,50824.0
1,-100,13,8167.0
1,-100,14,358.0
1,-100,15,341.0
1,-100,17,2.0
1,-100,18,23.0
1,-100,21,57.0
1,-100,23,4.0
1,-100,24,63.0
1,-100,25,149.0
1,-100,26,5.0
2,-100,4,1887.0
2,-100,5,76.0
2,-100,8,100.0
2,-100,10,19.0
2,-100,11,1.0
2,-100,12,36931.0
2,-100,13,8663.0
2,-100,14,910.0
2,-100,15,278.0
2,-100,16,354.0
2,-100,18,57.0
2,-100,23,6.0
2,-100,24,66.0
2,-100,25,230.0
2,-100,26,28.0
3,-100,4,148.0
3,-100,8,120.0
3,-100,10,11.0
3,-100,11,28.0
3,-100,12,3791.0
3,-100,13,819.0
3,-100,14,332.0
3,-100,16,275.0
3,-100,18,10.0
3,-100,19,9.0
3,-100,23,1.0
3,-100,24,29.0
3,-100,25,109.0
3,-100,26,10.0
0,6,5,134.0
1,6,5,154.0
2,6,5,76.0
2,6,8,100.0
3,6,8,120.0
-100,6,5,364.0
-100,6,8,220.0
0,7,9,4.0
0,7,10,3.0
0,7,21,47.0
0,7,22,4.0
0,7,23,1.0
0,7,24,21.0
0,7,25,16.0
1,7,10,6.0
1,7,17,2.0
1,7,21,57.0
1,7,23,4.0
1,7,24,63.0
1,7,25,149.0
2,7,10,19.0
2,7,11,1.0
2,7,23,6.0
2,7,24,66.0
2,7,25,230.0
3,7,10,11.0
3,7,11,28.0
3,7,19,9.0
3,7,23,1.0
3,7,24,29.0
3,7,25,109.0
-100,7,9,4.0
-100,7,10,39.0
-100,7,11,29.0
-100,7,17,2.0
-100,7,19,9.0
-100,7,21,104.0
-100,7,22,4.0
-100,7,23,12.0
-100,7,24,179.0
-100,7,25,504.0
0,27,4,2312.0
0,27,14,65.0
0,27,15,43.0
0,27,18,7.0
0,27,20,2.0
0,27,26,4.0
1,27,4,7135.0
1,27,14,358.0
1,27,15,341.0
1,27,18,23.0
1,27,26,5.0
2,27,4,1887.0
2,27,14,910.0
2,27,15,278.0
2,27,16,354.0
2,27,18,57.0
2,27,26,28.0
3,27,4,148.0
3,27,14,332.0
3,27,16,275.0
3,27,18,10.0
3,27,26,10.0
-100,27,4,11482.0
-100,27,14,1665.0
-100,27,15,662.0
-100,27,16,629.0
-100,27,18,97.0
-100,27,20,2.0
-100,27,26,47.0
0,28,12,22225.0
0,28,13,5743.0
1,28,12,50824.0
1,28,13,8167.0
2,28,12,36931.0
2,28,13,8663.0
3,28,12,3791.0
3,28,13,819.0
-100,28,12,113771.0
-100,28,13,23392.0
