-100,-100,-100,0,2546.0
-100,-100,-100,1,32707.0
-100,-100,-100,2,70479.0
-100,-100,-100,3,43975.0
-100,-100,-100,4,3510.0
0,-100,-100,0,2546.0
0,-100,-100,1,28085.0
1,-100,-100,1,4622.0
1,-100,-100,2,62666.0
2,-100,-100,2,7813.0
2,-100,-100,3,41793.0
3,-100,-100,3,2182.0
3,-100,-100,4,3510.0
0,5,-100,0,190.0
0,5,-100,1,2122.0
1,5,-100,1,663.0
1,5,-100,2,6472.0
2,5,-100,2,476.0
2,5,-100,3,1411.0
3,5,-100,3,42.0
3,5,-100,4,106.0
-100,5,-100,0,190.0
-100,5,-100,1,2785.0
-100,5,-100,2,6948.0
-100,5,-100,3,1453.0
-100,5,-100,4,106.0
0,6,-100,0,9.0
0,6,-100,1,125.0
1,6,-100,2,154.0
2,6,-100,2,27.0
2,6,-100,3,49.0
-100,6,-100,0,9.0
-100,6,-100,1,125.0
-100,6,-100,2,181.0
-100,6,-100,3,49.0
2,9,-100,3,100.0
3,9,-100,3,40.0
3,9,-100,4,80.0
-100,9,-100,3,140.0
-100,9,-100,4,80.0
0,10,-100,0,2.0
0,10,-100,1,2.0
-100,10,-100,0,2.0
-100,10,-100,1,2.0
0,11,-100,1,3.0
1,11,-100,1,2.0
1,11,-100,2,4.0
2,11,-100,3,19.0
3,11,-100,3,5.0
3,11,-100,4,6.0
-100,11,-100,1,5.0
-100,11,-100,2,4.0
-100,11,-100,3,24.0
-100,11,-100,4,6.0
2,12,-100,3,1.0
3,12,-100,3,6.0
3,12,-100,4,22.0
-100,12,-100,3,7.0
-100,12,-100,4,22.0
0,13,-100,0,1161.0
0,13,-100,1,21064.0
1,13,-100,1,3442.0
1,13,-100,2,47382.0
2,13,-100,2,5174.0
2,13,-100,3,31757.0
3,13,-100,3,1320.0
3,13,-100,4,2471.0
-100,13,-100,0,1161.0
-100,13,-100,1,24506.0
-100,13,-100,2,52556.0
-100,13,-100,3,33077.0
-100,13,-100,4,2471.0
0,14,-100,0,1169.0
0,14,-100,1,4574.0
1,14,-100,1,418.0
1,14,-100,2,7749.0
2,14,-100,2,1787.0
2,14,-100,3,6876.0
3,14,-100,3,406.0
3,14,-100,4,413.0
-100,14,-100,0,1169.0
-100,14,-100,1,4992.0
-100,14,-100,2,9536.0
-100,14,-100,3,7282.0
-100,14,-100,4,413.0
0,15,-100,0,2.0
0,15,-100,1,63.0
1,15,-100,1,52.0
1,15,-100,2,306.0
2,15,-100,2,195.0
2,15,-100,3,715.0
3,15,-100,3,172.0
3,15,-100,4,160.0
-100,15,-100,0,2.0
-100,15,-100,1,115.0
-100,15,-100,2,501.0
-100,15,-100,3,887.0
-100,15,-100,4,160.0
0,16,-100,0,3.0
0,16,-100,1,40.0
1,16,-100,2,341.0
2,16,-100,2,55.0
2,16,-100,3,223.0
-100,16,-100,0,3.0
-100,16,-100,1,40.0
-100,16,-100,2,396.0
-100,16,-100,3,223.0
2,17,-100,2,1.0
2,17,-100,3,353.0
3,17,-100,3,94.0
3,17,-100,4,181.0
-100,17,-100,2,1.0
-100,17,-100,3,447.0
-100,17,-100,4,181.0
1,18,-100,2,2.0
-100,18,-100,2,2.0
0,19,-100,0,1.0
0,19,-100,1,6.0
1,19,-100,1,2.0
1,19,-100,2,21.0
2,19,-100,2,14.0
2,19,-100,3,43.0
3,19,-100,3,6.0
3,19,-100,4,4.0
-100,19,-100,0,1.0
-100,19,-100,1,8.0
-100,19,-100,2,35.0
-100,19,-100,3,49.0
-100,19,-100,4,4.0
3,20,-100,4,9.0
-100,20,-100,4,9.0
0,21,-100,1,2.0
-100,21,-100,1,2.0
0,22,-100,0,3.0
0,22,-100,1,44.0
1,22,-100,1,4.0
1,22,-100,2,53.0
-100,22,-100,0,3.0
-100,22,-100,1,48.0
-100,22,-100,2,53.0
0,23,-100,0,1.0
0,23,-100,1,3.0
-100,23,-100,0,1.0
-100,23,-100,1,3.0
0,24,-100,1,1.0
1,24,-100,2,4.0
2,24,-100,2,3.0
2,24,-100,3,3.0
3,24,-100,3,1.0
-100,24,-100,1,1.0
-100,24,-100,2,7.0
-100,24,-100,3,4.0
0,25,-100,0,4.0
0,25,-100,1,17.0
1,25,-100,1,12.0
1,25,-100,2,51.0
2,25,-100,2,27.0
2,25,-100,3,39.0
3,25,-100,3,17.0
3,25,-100,4,12.0
-100,25,-100,0,4.0
-100,25,-100,1,29.0
-100,25,-100,2,78.0
-100,25,-100,3,56.0
-100,25,-100,4,12.0
0,26,-100,0,1.0
0,26,-100,1,15.0
1,26,-100,1,27.0
1,26,-100,2,122.0
2,26,-100,2,46.0
2,26,-100,3,184.0
3,26,-100,3,66.0
3,26,-100,4,43.0
-100,26,-100,0,1.0
-100,26,-100,1,42.0
-100,26,-100,2,168.0
-100,26,-100,3,250.0
-100,26,-100,4,43.0
0,27,-100,1,4.0
1,27,-100,2,5.0
2,27,-100,2,8.0
2,27,-100,3,20.0
3,27,-100,3,7.0
3,27,-100,4,3.0
-100,27,-100,1,4.0
-100,27,-100,2,13.0
-100,27,-100,3,27.0
-100,27,-100,4,3.0
0,-100,7,0,9.0
0,-100,7,1,125.0
1,-100,7,2,154.0
2,-100,7,2,27.0
2,-100,7,3,149.0
3,-100,7,3,40.0
3,-100,7,4,80.0
0,6,7,0,9.0
0,6,7,1,125.0
1,6,7,2,154.0
2,6,7,2,27.0
2,6,7,3,49.0
-100,6,7,0,9.0
-100,6,7,1,125.0
-100,6,7,2,181.0
-100,6,7,3,49.0
2,9,7,3,100.0
3,9,7,3,40.0
3,9,7,4,80.0
-100,9,7,3,140.0
-100,9,7,4,80.0
-100,-100,7,0,9.0
-100,-100,7,1,125.0
-100,-100,7,2,181.0
-100,-100,7,3,189.0
-100,-100,7,4,80.0
0,-100,8,0,11.0
0,-100,8,1,85.0
1,-100,8,1,45.0
1,-100,8,2,236.0
2,-100,8,2,76.0
2,-100,8,3,246.0
3,-100,8,3,95.0
3,-100,8,4,92.0
0,10,8,0,2.0
0,10,8,1,2.0
-100,10,8,0,2.0
-100,10,8,1,2.0
0,11,8,1,3.0
1,11,8,1,2.0
1,11,8,2,4.0
2,11,8,3,19.0
3,11,8,3,5.0
3,11,8,4,6.0
-100,11,8,1,5.0
-100,11,8,2,4.0
-100,11,8,3,24.0
-100,11,8,4,6.0
2,12,8,3,1.0
3,12,8,3,6.0
3,12,8,4,22.0
-100,12,8,3,7.0
-100,12,8,4,22.0
1,18,8,2,2.0
-100,18,8,2,2.0
3,20,8,4,9.0
-100,20,8,4,9.0
0,22,8,0,3.0
0,22,8,1,44.0
1,22,8,1,4.0
1,22,8,2,53.0
-100,22,8,0,3.0
-100,22,8,1,48.0
-100,22,8,2,53.0
0,23,8,0,1.0
0,23,8,1,3.0
-100,23,8,0,1.0
-100,23,8,1,3.0
0,24,8,1,1.0
1,24,8,2,4.0
2,24,8,2,3.0
2,24,8,3,3.0
3,24,8,3,1.0
-100,24,8,1,1.0
-100,24,8,2,7.0
-100,24,8,3,4.0
0,25,8,0,4.0
0,25,8,1,17.0
1,25,8,1,12.0
1,25,8,2,51.0
2,25,8,2,27.0
2,25,8,3,39.0
3,25,8,3,17.0
3,25,8,4,12.0
-100,25,8,0,4.0
-100,25,8,1,29.0
-100,25,8,2,78.0
-100,25,8,3,56.0
-100,25,8,4,12.0
0,26,8,0,1.0
0,26,8,1,15.0
1,26,8,1,27.0
1,26,8,2,122.0
2,26,8,2,46.0
2,26,8,3,184.0
3,26,8,3,66.0
3,26,8,4,43.0
-100,26,8,0,1.0
-100,26,8,1,42.0
-100,26,8,2,168.0
-100,26,8,3,250.0
