20926.0,1.0,77.17754077654311
20937.0,1.0,177.64501406904174
20943.0,2.0,409.40567780039305
20947.0,2.0,884.2865793169925
20957.0,1.0,1012.8133847466466
20970.0,1.0,1704.3512233392444
20979.0,2.0,2096.9748625477027
20982.0,1.0,4925.656194741683
20983.0,1.0,5044.979087627861
20984.0,2.0,5220.599441619611
20986.0,1.0,5687.054562096152
20989.0,1.0,5724.594863777154
20992.0,9.0,6945.158975436931
20993.0,9.0,8162.8165427050035
20997.0,1.0,8377.829742384853
20999.0,2.0,8729.242595715945
21004.0,1.0,8771.336442946425
21007.0,11.0,9647.881741366544
21008.0,2.0,9812.690168318079
21011.0,10.0,10842.710295961358
21012.0,3.0,14695.831920925666
21013.0,1.0,14963.304200883973
21014.0,1.0,18472.39609848721
21015.0,1.0,18574.77780972671
21016.0,2.0,19877.87932912698
21017.0,1.0,19965.897477538543
21018.0,8.0,19965.897477538543
21020.0,4.0,20723.77793964994
21024.0,1.0,20864.658418246236
21025.0,2.0,21103.176466231016
21026.0,2.0,21247.090055745768
21027.0,2.0,22200.915098450045
21028.0,1.0,22791.491164336923
21031.0,2.0,22930.985021781795
21032.0,1.0,23959.321245205596
21034.0,2.0,24151.421248088176
21035.0,7.0,25613.617218805623
21039.0,3.0,26333.777563673277
21041.0,2.0,26468.12009519332
21042.0,1.0,26584.696804735602
21045.0,2.0,27249.267788538582
21046.0,7.0,29459.356430214873
21049.0,2.0,30163.152342237954
21052.0,1.0,30221.624628471294
21054.0,2.0,30350.484965450913
21055.0,1.0,30506.781862960383
21056.0,4.0,35685.1148397198
21057.0,2.0,35912.60843749332
21059.0,3.0,35976.36760196254
21061.0,3.0,38601.04561639636
21062.0,4.0,38821.38038573436
21063.0,2.0,39282.293115793786
21066.0,2.0,40654.83074192016
21067.0,4.0,41156.07464808582
21068.0,3.0,41624.54952927087
21069.0,6.0,44424.43366646485
21070.0,5.0,44902.98055676301
21071.0,2.0,45096.59136127337
21074.0,2.0,47487.25052361229
21075.0,4.0,48004.35615872329
21076.0,5.0,48933.2896870541
21077.0,1.0,49073.36134835125
21080.0,3.0,49456.596683965545
21081.0,17.0,51805.462946111635
21082.0,2.0,51943.75332553118
21083.0,1.0,51954.84255697347
21084.0,1.0,52093.87998359254
21087.0,4.0,53187.60606236396
21088.0,1.0,53272.55246193045
21089.0,1.0,53525.007872289694
21090.0,6.0,54969.80822172815
21091.0,1.0,55174.12104849662
21094.0,1.0,55396.06475110044
21095.0,4.0,56652.67434983083
21096.0,1.0,56771.760140575556
21098.0,6.0,57613.09669377761
21101.0,3.0,58135.21799697787
21102.0,3.0,58976.16928374278
21104.0,6.0,60012.75754563291
21105.0,4.0,60287.555696205185
21106.0,5.0,60805.32869607203
21108.0,1.0,60918.72445695787
21109.0,3.0,61384.303413381036
21110.0,7.0,63700.16693822425
21111.0,3.0,63969.39950054698
21112.0,1.0,64412.645986976895
21115.0,2.0,64593.695777622284
21116.0,4.0,71225.41762171486
21118.0,1.0,72091.79042078693
21119.0,3.0,73691.15976482246
21122.0,2.0,74228.18729951436
21123.0,4.0,75413.60352171876
21124.0,1.0,75562.86926815468
21125.0,6.0,76672.8829167948
21126.0,2.0,80694.56972630181
21131.0,4.0,81430.30684880735
21132.0,7.0,86196.89105534565
21133.0,13.0,97919.3495302082
21136.0,2.0,98383.37175115077
21139.0,3.0,98809.25474520962
21140.0,10.0,125096.75389067104
21141.0,1.0,125382.64071607622
21143.0,4.0,126347.27823863049
21144.0,1.0,126811.75242693324
21145.0,8.0,130875.00291875852
21146.0,4.0,131242.87665361154
21147.0,2.0,131466.56342687254
21150.0,6.0,132238.39293060912
21151.0,1.0,132463.81727284883
21152.0,11.0,134545.26435356238
21153.0,1.0,134692.9899432707
21157.0,8.0,136406.56582040322
21158.0,6.0,137439.60558119183
21159.0,2.0,137823.4017195479
21160.0,6.0,140097.25987029445
21161.0,10.0,147476.58098317706
21162.0,1.0,147765.86027786345
21163.0,2.0,148846.04477577587
21164.0,4.0,150220.3180667439
21165.0,10.0,155944.6365985123
21166.0,12.0,171079.303293661
21168.0,9.0,173288.72177469372
21169.0,3.0,173573.86392492827
21170.0,1.0,173573.86392492827
21171.0,10.0,178506.1727115287
21172.0,10.0,186369.01993218233
21173.0,11.0,190700.26781712862
21175.0,1.0,190927.90264792216
21178.0,5.0,194754.83093336533
21179.0,6.0,201128.33746675376
21180.0,2.0,213562.39466458713
21181.0,4.0,214265.06103047798
21187.0,1.0,214494.93792002142
21188.0,4.0,218068.209046577
21189.0,6.0,221797.39700277997
21192.0,8.0,226215.19659713082
21193.0,3.0,230690.2894132664
21194.0,5.0,232026.11610706334
21195.0,1.0,234884.15113984016
21196.0,2.0,235416.76671639612
21199.0,1.0,238268.6438406175
21200.0,16.0,248934.81112767372
21201.0,17.0,255320.51537710795
21202.0,7.0,257314.91617617576
21203.0,14.0,272553.9029307692
21206.0,9.0,295516.11452709016
21207.0,5.0,309705.11655336525
21208.0,5.0,311724.64102505107
21209.0,1.0,312051.20068974345
21210.0,10.0,316405.53008191
21213.0,4.0,323155.97363097663
21214.0,6.0,339819.9377977011
